carat,cut,color,clarity,depth,table,price,x,y,z,clarity_measure,color_measure
0.9,Very Good,F,SI1,63.4,57.0,3699,6.06,3.8578900000000003,3.14397113,2,4
0.9,Good,F,SI1,58.0,58.0,3699,6.24,3.630799999999999,2.8625319999999994,2,4
1.0,Fair,G,SI1,66.1,62.0,3700,6.1,4.008964999999998,3.3410129324999986,2,3
1.12,Very Good,G,SI2,63.4,57.0,3700,6.51,4.114659999999999,3.3680172199999996,1,3
1.08,Premium,G,SI2,59.3,61.0,3701,6.66,3.9345549999999996,3.1412855575,1,3
1.02,Premium,H,SI2,59.2,59.0,3701,6.57,3.880560000000001,3.0933657600000006,1,2
0.9,Good,H,VS2,63.6,61.0,3701,6.03,3.816,3.131028,3,2
0.9,Premium,E,SI2,59.2,60.0,3701,6.31,3.7118400000000014,2.9664646400000008,1,5
0.71,Ideal,F,VS1,61.1,56.0,3701,5.76,3.53158,2.8385776899999997,4,4
0.71,Ideal,F,VS1,61.0,56.0,3701,5.77,3.5288500000000003,2.83614925,4,4
0.71,Good,F,VS1,61.8,57.0,3701,5.73,3.5504099999999994,2.86764669,4,4
0.77,Ideal,F,SI1,61.7,56.0,3702,5.85,3.62796,2.9239506599999996,2,4
0.91,Premium,E,SI2,61.1,59.0,3703,6.2,3.80042,3.05512831,1,5
0.91,Very Good,E,SI2,62.8,61.0,3703,6.07,3.8182399999999994,3.10490736,1,5
0.91,Very Good,I,SI1,62.8,57.0,3703,6.09,3.852779999999999,3.1220329199999997,2,1
0.9,Premium,F,SI2,60.5,57.0,3704,6.23,3.7600750000000005,3.0219976875000003,1,4
0.9,Ideal,F,SI2,62.6,57.0,3704,6.2,3.8592900000000006,3.14855777,1,4
0.9,Premium,F,SI2,60.1,59.0,3704,6.31,3.771275,3.0294231375,1,4
0.9,Premium,F,SI2,62.3,57.0,3704,6.18,3.840795,3.1214776425,1,4
0.9,Premium,F,SI2,58.0,57.0,3704,6.41,3.6975,2.9311749999999996,1,4
0.9,Premium,F,SI2,61.5,59.0,3704,6.23,3.8222249999999995,3.0910591875,1,4
0.9,Premium,F,SI2,62.0,61.0,3704,6.16,3.8130000000000006,3.0916300000000003,1,4
0.9,Premium,F,SI2,61.4,62.0,3704,6.2,3.7791699999999997,3.06360519,1,4
0.9,Premium,F,SI2,60.3,55.0,3704,6.35,3.807945,3.0626204175,1,4
0.73,Very Good,F,VVS2,62.1,57.0,3705,5.74,3.5707500000000003,2.890987875,5,4
0.85,Very Good,F,VS2,62.2,56.0,3705,6.01,3.75999,3.03846689,3,4
0.71,Ideal,F,VVS2,61.2,55.0,3705,5.73,3.540420000000001,2.8367485200000004,5,4
0.9,Very Good,D,SI2,62.9,59.0,3706,6.06,3.840045000000001,3.1135641525,1,6
0.92,Very Good,D,SI2,63.7,57.0,3707,6.12,3.927105,3.2000029425000003,1,6
0.77,Ideal,H,VVS2,61.3,56.0,3707,5.91,3.6320250000000005,2.9246306625000003,5,2
0.72,Ideal,H,VVS1,61.8,56.0,3708,5.75,3.5627700000000004,2.87764593,6,2
0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,3.706905,2.9311566175000006,3,1
0.9,Very Good,I,VS2,60.7,59.0,3709,6.23,3.7907150000000005,3.0412870025000003,3,1
0.9,Very Good,I,VS2,63.0,60.0,3709,6.15,3.8808000000000007,3.1597020000000002,3,1
0.9,Very Good,I,VS2,59.9,58.0,3709,6.17,3.7108050000000006,2.9593010975,3,1
1.01,Very Good,F,SI2,59.5,57.0,3709,6.61,3.947825000000001,3.1409529375000003,1,4
0.92,Premium,H,SI1,59.0,59.0,3709,6.36,3.7376499999999995,2.97880675,2,2
0.86,Ideal,D,SI1,62.8,56.0,3709,6.05,3.80882,3.0956694799999998,2,6
0.91,Very Good,H,SI1,63.4,59.0,3710,6.12,3.87057,3.16701069,2,2
0.75,Ideal,F,VVS2,61.9,54.0,3710,5.83,3.611865,2.9222572175,5,4
0.79,Ideal,I,VS2,60.9,56.0,3710,5.97,3.64182,2.9267991899999997,3,1
0.71,Ideal,F,VS1,60.9,57.0,3710,5.76,3.51393,2.823911685,4,4
0.71,Ideal,F,VS1,60.8,56.0,3710,5.81,3.535519999999999,2.8410380799999997,4,4
0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,3.5301,2.84440575,4,4
0.71,Ideal,F,VS1,61.9,56.0,3710,5.7,3.540680000000001,2.85999046,4,4
0.71,Ideal,F,VS1,61.4,56.0,3710,5.75,3.5397099999999995,2.85194097,4,4
0.71,Ideal,F,VS1,61.5,57.0,3710,5.71,3.5301,2.84133075,4,4
0.71,Ideal,F,VS1,61.3,56.0,3710,5.69,3.50636,2.81868434,4,4
0.71,Ideal,F,VS1,60.9,56.0,3710,5.76,3.5169750000000004,2.8248388875,4,4
0.71,Ideal,F,VS1,61.9,56.0,3710,5.69,3.5313950000000007,2.8540217525000005,4,4
0.71,Ideal,F,VS1,61.8,55.0,3710,5.71,3.5349600000000008,2.8566926400000003,4,4
0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,3.527024999999999,2.8434601875,4,4
0.71,Ideal,F,VS1,61.4,57.0,3710,5.72,3.5151499999999993,2.8351910499999997,4,4
0.91,Very Good,G,SI1,63.5,61.0,3710,6.1,3.8576250000000005,3.1615459375,2,3
1.16,Premium,D,I1,61.8,59.0,3711,6.78,4.17768,3.3859231199999997,0,6
1.0,Premium,I,SI2,61.6,59.0,3712,6.34,3.9269999999999996,3.1622359999999996,1,1
1.0,Premium,J,SI1,60.8,58.0,3712,6.39,3.90032,3.1282572799999997,2,0
0.75,Ideal,D,SI1,61.1,56.0,3712,5.85,3.589625,2.8838054375,2,6
1.02,Premium,I,VS2,61.1,59.0,3713,6.4,3.901235,3.1470272925,3,1
0.78,Ideal,E,VS2,61.1,55.0,3713,5.99,3.6507249999999996,2.9452414874999997,3,5
0.92,Very Good,G,SI2,62.4,60.0,3713,6.18,3.8688000000000002,3.1352256,1,3
0.8,Ideal,F,VS2,61.2,58.0,3713,5.99,3.67812,2.95844472,3,4
1.0,Premium,G,SI2,61.4,61.0,3713,6.35,3.88969,3.14358483,1,3
1.02,Premium,I,SI1,60.2,60.0,3713,6.45,3.86484,3.10476684,2,1
1.02,Good,H,SI2,64.3,60.0,3713,6.36,4.054115,3.3481379725000004,1,2
1.02,Premium,H,SI2,61.3,57.0,3713,6.51,3.972240000000001,3.21280656,1,2
1.0,Very Good,G,SI2,63.1,63.0,3713,6.33,3.9626800000000006,3.24734054,1,3
1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,4.019560000000001,3.2903205200000003,1,2
1.02,Premium,H,SI2,60.8,58.0,3713,6.48,3.930720000000001,3.16485888,1,2
1.02,Ideal,H,SI2,62.0,56.0,3713,6.4,3.9494000000000007,3.208314,1,2
1.02,Ideal,I,SI1,62.1,56.0,3713,6.44,3.983715000000001,3.2365635075000005,2,1
0.9,Premium,F,SI1,61.3,58.0,3714,6.13,3.7423650000000004,3.0258798725,2,4
0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,3.5712,2.901972,5,5
0.9,Very Good,E,SI2,61.6,58.0,3715,6.18,3.8222799999999992,3.0807022399999995,1,5
0.9,Very Good,E,SI2,62.2,54.0,3715,6.13,3.8377399999999993,3.0999671399999995,1,5
0.79,Ideal,E,SI1,61.6,55.0,3715,5.94,3.689840000000001,2.9659907200000006,2,5
0.76,Ideal,F,VVS2,60.9,57.0,3716,5.89,3.608325,2.8922399624999997,5,4
0.71,Ideal,D,VS1,60.9,58.0,3716,5.72,3.5017500000000004,2.808022875,4,6
0.97,Good,J,VS2,60.0,56.0,3717,6.4,3.8579999999999988,3.0773999999999995,3,0
1.01,Premium,F,SI2,60.0,60.0,3717,6.46,3.8579999999999997,3.0953999999999997,1,4
1.01,Good,I,VS2,57.1,63.0,3717,6.6,3.75718,2.95697489,3,1
0.75,Very Good,E,VS2,63.0,57.0,3718,5.81,3.650850000000001,2.98016775,3,5
0.9,Very Good,G,SI1,63.6,57.0,3718,6.07,3.8796,3.1639728000000003,2,3
0.9,Ideal,G,SI2,62.3,56.0,3718,6.14,3.8470249999999995,3.1109582875,1,3
0.9,Good,I,VVS2,64.8,55.0,3718,6.04,3.949560000000001,3.2366174400000003,5,1
0.71,Premium,D,VS1,59.2,59.0,3718,5.9,3.4779999999999998,2.7758880000000006,4,6
1.04,Ideal,F,I1,61.6,57.0,3718,6.51,3.9947599999999994,3.2354660799999997,0,4
0.72,Very Good,E,VVS2,62.0,58.0,3719,5.71,3.549499999999999,2.8704449999999997,5,5
0.73,Very Good,F,VVS1,60.6,56.0,3720,5.79,3.52086,2.82119058,6,4
0.9,Very Good,I,VS2,61.2,57.0,3720,6.15,3.7791000000000015,3.0383046000000005,3,1
0.8,Very Good,F,VS1,62.6,57.0,3720,5.9,3.7184399999999993,3.0105717199999997,4,4
0.8,Very Good,F,VS1,62.3,57.0,3720,5.92,3.6975050000000014,2.9958528075000004,4,4
0.9,Premium,I,VS1,61.0,55.0,3720,6.29,3.830799999999999,3.0868439999999997,4,1
0.77,Ideal,D,VS2,61.8,56.0,3721,5.84,3.6276600000000006,2.92550694,3,6
1.01,Premium,J,VS2,61.0,61.0,3722,6.28,3.812500000000001,3.0782125000000002,3,0
0.9,Ideal,G,SI2,61.5,57.0,3722,6.07,3.7699500000000015,3.0257846250000004,1,3
0.72,Ideal,D,SI1,61.2,56.0,3722,5.77,3.5373599999999996,2.8480521599999995,2,6
0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,3.90311,3.15601343,1,3
0.91,Ideal,E,SI2,61.1,58.0,3723,6.25,3.8309700000000007,3.079736335,1,5
0.91,Ideal,E,SI2,61.8,53.0,3723,6.22,3.8686800000000003,3.11740212,1,5
0.92,Good,I,VS1,60.9,63.0,3723,6.27,3.8397450000000006,3.0784173525,4,1
1.12,Premium,F,SI2,62.4,59.0,3723,6.6,4.099680000000001,3.33830016,1,4
0.95,Premium,G,SI2,59.5,56.0,3724,6.41,3.799075,3.0371998125,1,3
0.7,Very Good,E,VVS1,62.5,56.0,3724,5.63,3.5406249999999995,2.8658203125,6,5
0.7,Very Good,E,VVS1,60.9,59.0,3724,5.67,3.495659999999999,2.7909434699999998,6,5
0.9,Very Good,F,SI1,61.6,56.0,3724,6.14,3.800719999999999,3.0617417599999994,2,4
0.9,Good,F,SI1,63.1,57.0,3724,6.12,3.8711849999999997,3.1522188675,2,4
0.92,Very Good,G,SI1,63.8,57.0,3724,6.13,3.9205099999999993,3.20611269,2,3
1.25,Premium,F,I1,58.0,59.0,3724,7.12,4.109299999999998,3.2564969999999995,0,4
0.9,Ideal,I,VS1,61.8,56.0,3724,6.2,3.84087,3.10262883,4,1
0.9,Good,E,SI2,62.1,63.0,3724,6.09,3.7912049999999997,3.0681141524999997,1,5
0.92,Premium,I,VS1,61.4,58.0,3725,6.23,3.8375000000000004,3.0907225,4,1
0.7,Very Good,G,IF,63.0,59.0,3725,5.58,3.5280000000000005,2.8690200000000003,7,3
0.7,Ideal,G,VVS2,61.6,57.0,3725,5.74,3.5266,2.8541128000000002,5,3
0.9,Fair,H,VS2,64.6,54.0,3725,6.09,3.950289999999999,3.243013669999999,3,2
1.21,Good,E,I1,63.3,63.0,3726,6.67,4.237935,3.4523614275,0,5
0.91,Very Good,F,SI2,61.4,60.0,3726,6.13,3.7730299999999994,3.04023021,1,4
1.1,Premium,J,SI2,59.6,59.0,3726,6.74,4.01108,3.20382184,1,0
0.91,Ideal,I,VS2,62.2,59.0,3726,6.13,3.828409999999999,3.0970655099999997,3,1
0.9,Good,H,SI1,57.1,56.0,3726,6.33,3.600155000000001,2.8350592525000007,2,2
1.08,Very Good,E,SI2,63.5,56.0,3726,6.53,4.130675000000001,3.3847643125000006,1,5
1.13,Ideal,E,I1,62.0,55.0,3729,6.66,4.1416,3.3484960000000004,0,5
1.03,Very Good,J,SI2,58.0,60.0,3729,6.64,3.8598999999999988,3.0449709999999994,1,0
0.97,Ideal,H,SI2,60.7,55.0,3729,6.47,3.9090799999999986,3.1500507799999995,1,2
1.11,Very Good,J,VS2,63.2,59.0,3730,6.55,4.111159999999999,3.36892656,3,0
0.9,Very Good,I,SI1,60.6,56.0,3730,6.23,3.7905300000000004,3.03622059,2,1
0.9,Good,H,SI1,61.4,60.0,3730,6.06,3.7392600000000007,3.00837282,2,2
0.91,Fair,D,SI1,64.7,61.0,3730,6.06,3.898175000000001,3.2214696125000004,2,6
0.91,Fair,D,SI1,65.2,57.0,3730,6.08,3.9511200000000013,3.2701451200000005,2,6
0.91,Good,D,SI1,64.0,58.0,3730,6.09,3.888,3.19296,2,6
0.9,Premium,I,VVS2,60.9,59.0,3730,6.25,3.797115,3.0593465175,5,1
1.11,Fair,H,SI2,64.4,58.0,3730,6.55,4.202100000000001,3.4621762,1,2
0.9,Premium,H,SI1,60.7,59.0,3730,6.26,3.778575,3.0467075125,2,2
0.98,Very Good,H,SI2,62.1,59.0,3731,6.33,3.94956,3.19180338,1,2
1.01,Ideal,J,SI2,61.6,55.0,3732,6.45,3.988600000000001,3.2150888,1,0
1.01,Premium,H,SI2,59.6,60.0,3732,6.55,3.8889000000000005,3.1107922,1,2
0.58,Ideal,D,VVS1,62.1,55.0,3732,5.33,3.32235,2.686554675,6,6
0.76,Ideal,D,SI1,62.3,55.0,3732,5.81,3.6289749999999996,2.9402407124999996,2,6
0.8,Ideal,H,VVS1,61.8,57.0,3732,5.93,3.652380000000001,2.9609554200000003,6,2
1.19,Ideal,H,I1,61.5,57.0,3732,6.83,4.18815,3.3880811250000002,0,2
1.27,Premium,I,I1,60.2,62.0,3732,7.05,4.22905,3.3949940499999998,0,1
1.01,Ideal,F,SI2,62.4,56.0,3733,6.44,3.99984,3.2572300800000002,1,4
1.01,Premium,F,SI2,62.7,58.0,3733,6.38,3.9814499999999997,3.2483145749999998,1,4
1.15,Good,J,SI2,63.8,60.0,3733,6.63,4.20761,3.45719759,1,0
1.01,Good,G,SI1,64.3,55.0,3733,6.34,4.066974999999999,3.3458424625,2,3
0.9,Good,F,SI1,61.0,62.0,3733,6.17,3.79115,3.03815075,2,4
1.01,Premium,H,SI2,60.8,59.0,3733,6.51,3.9428800000000006,3.17767552,1,2
1.01,Ideal,I,SI2,61.9,55.0,3733,6.45,3.970885,3.2252639075,1,1
1.01,Fair,H,VS2,65.2,56.0,3733,6.23,4.048920000000001,3.3509279200000006,3,2
1.01,Premium,J,SI2,61.2,59.0,3733,6.43,3.9168000000000003,3.1661208,1,0
0.9,Good,G,SI1,62.8,59.0,3734,6.08,3.8308,3.1119912,2,3
0.9,Good,G,SI1,63.8,59.0,3734,6.05,3.8694700000000006,3.16431093,2,3
0.9,Premium,G,SI1,62.2,60.0,3734,6.1,3.8128600000000006,3.08289946,2,3
0.9,Good,G,SI1,63.2,59.0,3734,6.05,3.8393999999999986,3.1250503999999997,2,3
0.91,Very Good,H,SI1,62.2,60.0,3734,6.16,3.85018,3.11316598,2,2
0.9,Good,I,IF,63.7,64.0,3734,6.02,3.8506649999999993,3.1438068025,7,1
0.9,Good,H,VS1,64.0,59.0,3734,6.01,3.8591999999999995,3.158144,4,2
0.9,Very Good,G,SI1,62.0,61.0,3734,6.07,3.782,3.05412,2,3
0.9,Good,G,SI1,63.1,59.0,3734,6.11,3.86803,3.148068465,2,3
0.9,Good,G,SI1,63.7,58.0,3734,6.09,3.888885,3.1782748725,2,3
0.9,Good,G,SI1,63.7,60.0,3734,6.07,3.8793299999999995,3.168861605,2,3
0.91,Very Good,H,SI1,62.8,58.0,3734,6.13,3.8590600000000004,3.13656484,2,2
0.91,Very Good,I,VS1,61.9,57.0,3734,6.19,3.8470850000000008,3.1064778075,4,1
0.9,Good,H,SI1,58.9,61.0,3734,6.27,3.7195350000000005,2.9419180574999997,2,2
1.13,Premium,I,SI2,62.1,60.0,3734,6.74,4.1607,3.38466735,1,1
1.51,Fair,F,I1,67.8,59.0,3734,7.09,4.776509999999998,4.022746889999999,0,4
1.51,Fair,F,I1,67.5,56.0,3734,7.17,4.799249999999999,4.039621875,0,4
0.73,Ideal,D,VS2,62.6,55.0,3735,5.71,3.59011,2.91093443,3,6
1.14,Good,I,SI2,60.0,65.0,3735,6.8,4.065,3.2595,1,1
1.15,Premium,H,SI2,59.6,59.0,3735,6.82,4.052800000000001,3.2400944000000003,1,2
0.78,Ideal,D,VS2,62.9,56.0,3736,5.85,3.6890850000000004,3.0000422325000002,3,6
0.78,Ideal,G,VS1,61.6,55.0,3736,5.91,3.649800000000001,2.9444184000000004,4,3
0.9,Good,E,SI2,63.0,58.0,3736,6.08,3.83985,3.1247527500000003,1,5
0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,3.6799549999999996,2.9742810724999997,6,2
1.01,Good,E,SI2,63.9,58.0,3737,6.37,4.05126,3.32959257,1,5
0.7,Ideal,D,VVS2,60.9,59.0,3737,5.69,3.4773900000000006,2.791470255,5,6
0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,3.909344999999999,3.1724146574999996,1,3
1.03,Ideal,J,SI1,62.3,57.0,3738,6.48,4.021464999999999,3.2712063474999997,2,0
0.71,Ideal,G,IF,60.9,57.0,3739,5.74,3.510885,2.8168944825,7,3
1.01,Ideal,G,SI2,61.5,57.0,3739,6.42,3.9605999999999995,3.1920344999999997,1,3
1.19,Very Good,G,SI2,63.4,56.0,3739,6.69,4.200250000000001,3.4522092500000006,1,3
1.0,Good,H,SI2,63.2,60.0,3740,6.27,3.9721200000000003,3.23650992,1,2
0.75,Ideal,G,VVS2,62.0,56.0,3740,5.79,3.6084000000000005,2.913504,5,3
1.0,Fair,F,SI2,65.1,60.0,3740,6.19,4.000394999999998,3.3169735724999994,1,4
0.72,Ideal,F,VVS2,62.3,57.0,3740,5.72,3.5697900000000002,2.893769585,5,4
1.06,Premium,J,SI2,61.3,60.0,3740,6.59,4.018215,3.2514178974999997,1,0
0.9,Premium,D,SI2,61.0,59.0,3740,6.18,3.7576,3.0309679999999997,1,6
0.9,Good,D,SI2,63.8,58.0,3740,6.13,3.898179999999999,3.1989894199999998,1,6
0.9,Premium,D,SI2,62.3,58.0,3740,6.27,3.8376800000000006,3.1485423200000002,1,6
0.9,Good,D,SI2,63.6,57.0,3740,6.07,3.8477999999999994,3.1538604,1,6
0.7,Ideal,F,VVS2,61.9,54.8,3741,5.68,3.5282999999999998,2.8499688499999998,5,4
0.58,Ideal,D,VVS1,62.2,56.0,3741,5.34,3.3277,2.6956547,6,6
0.9,Good,I,VVS1,63.9,63.0,3741,6.04,3.8691450000000005,3.1659718275000004,6,1
1.08,Good,J,SI2,63.2,59.0,3742,6.4,4.098520000000001,3.31753232,1,0
1.05,Very Good,I,SI2,62.3,59.0,3742,6.42,4.0121199999999995,3.2496053799999998,1,1
0.87,Premium,D,SI1,58.8,56.0,3742,6.3,3.69264,2.93783616,2,6
1.09,Very Good,D,SI2,63.4,59.0,3742,6.59,4.16221,3.40845057,1,6
0.91,Premium,E,SI2,61.6,60.0,3743,6.14,3.76992,3.0522553599999998,1,5
0.91,Ideal,H,VS2,63.0,56.0,3743,6.15,3.843,3.1477950000000003,3,2
1.03,Good,D,SI2,57.2,59.0,3743,6.66,3.8009400000000007,2.9918288400000006,1,6
0.9,Fair,E,SI1,64.9,56.0,3743,6.12,3.9913499999999997,3.281133075,2,5
1.03,Fair,D,SI2,66.4,56.0,3743,6.31,4.150000000000001,3.4727200000000003,1,6
0.92,Good,E,SI2,61.8,59.0,3744,6.11,3.8007,3.0624063,1,5
0.78,Very Good,F,VS1,61.7,55.0,3744,5.89,3.6495550000000003,2.9429527175,4,4
0.93,Good,D,SI2,59.2,62.0,3744,6.36,3.77104,2.9987878400000008,1,6
1.02,Very Good,J,SI2,63.3,56.0,3745,6.38,4.051200000000001,3.3014748000000003,1,0
1.13,Ideal,H,I1,62.2,55.0,3745,6.69,4.148740000000001,3.3708481400000005,0,2
1.1,Premium,F,I1,59.8,61.0,3745,6.7,3.991650000000001,3.19680335,0,4
1.1,Ideal,F,I1,61.8,56.0,3745,6.65,4.097340000000001,3.3209280600000004,0,4
1.52,Fair,I,I1,67.7,58.0,3745,7.07,4.762695000000001,4.0053672575000006,0,1
0.91,Premium,F,SI2,62.6,58.0,3746,6.14,3.8279900000000007,3.11998087,1,4
0.9,Very Good,J,VVS1,60.4,60.0,3746,6.23,3.7780199999999997,3.02242204,6,0
0.72,Ideal,F,VVS2,60.9,56.0,3746,5.77,3.5321999999999996,2.8325199,5,4
0.93,Very Good,E,SI2,63.0,58.0,3746,6.16,3.8871,3.1648365000000003,1,5
1.13,Premium,G,I1,61.2,58.0,3746,6.77,4.109580000000001,3.32915148,0,3
0.91,Premium,F,SI2,58.2,61.0,3746,6.58,3.7800899999999995,3.01478619,1,4
0.91,Very Good,F,SI2,63.3,54.0,3746,6.22,3.9119400000000004,3.2067590100000003,1,4
0.74,Ideal,D,VS1,61.7,55.0,3746,5.85,3.59094,2.91252999,4,6
0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,3.82841,3.10950551,1,4
0.91,Ideal,F,SI2,62.4,57.0,3746,6.22,3.8687999999999994,3.1477055999999997,1,4
0.91,Good,I,VS2,58.0,62.0,3747,6.32,3.683,2.90087,3,1
0.9,Very Good,E,SI1,62.5,60.0,3748,6.09,3.8187499999999996,3.0964843749999997,2,5
0.71,Ideal,E,VS1,61.5,55.0,3748,5.78,3.5454750000000006,2.8675835625,4,5
0.92,Premium,F,SI1,62.6,59.0,3749,6.19,3.88746,3.15424498,2,4
1.01,Very Good,J,SI1,62.9,56.0,3749,6.35,4.009874999999999,3.2581806874999995,2,0
1.01,Premium,I,SI2,61.7,60.0,3749,6.34,3.9302899999999994,3.168384465,1,1
1.03,Ideal,F,SI2,61.9,56.0,3749,6.53,4.0296899999999996,3.268224055,1,4
0.63,Ideal,F,IF,60.9,57.0,3749,5.53,3.37995,2.713079775,7,4
1.03,Fair,H,SI2,66.3,57.0,3749,6.35,4.1769,3.4896673499999995,1,2
1.03,Premium,H,SI2,62.7,62.0,3749,6.43,4.015934999999999,3.2748006224999995,1,2
1.03,Premium,J,SI1,61.1,61.0,3749,6.49,3.9501150000000003,3.1894551325,2,0
1.03,Premium,H,SI2,62.0,60.0,3749,6.47,3.9928,3.243468,1,2
1.03,Premium,I,SI1,62.0,58.0,3749,6.46,3.9897,3.239407,2,1
0.9,Good,F,VS1,63.8,56.0,3750,5.99,3.799290000000001,3.1227835100000005,4,4
1.08,Premium,I,SI2,60.1,59.0,3750,6.75,4.038720000000001,3.24201036,1,1
0.3,Ideal,F,VS2,60.5,58.0,573,4.3,2.619649999999999,2.0931941249999997,3,4
0.33,Ideal,I,VS1,61.7,55.0,573,4.44,2.748735,2.2177247475,4,1
0.4,Ideal,G,SI2,62.6,54.0,573,4.73,2.970369999999999,2.41021581,1,3
0.4,Ideal,G,SI2,62.4,56.0,573,4.71,2.9515200000000004,2.39039424,1,3
0.4,Ideal,G,SI2,62.1,53.0,573,4.75,2.9590650000000007,2.3936646825000003,1,3
0.4,Ideal,I,SI1,61.8,55.0,573,4.74,2.94168,2.37363912,2,1
0.31,Ideal,H,SI1,61.4,55.0,573,4.44,2.7016,2.1924712,2,2
0.31,Premium,H,SI1,59.0,57.0,573,4.44,2.6078,2.079101,2,2
0.31,Premium,H,SI1,62.3,55.0,573,4.36,2.710049999999999,2.202320575,2,2
0.31,Premium,H,SI1,61.1,55.0,573,4.39,2.67007,2.156851385,2,2
0.31,Good,H,SI1,63.6,57.0,573,4.33,2.7506999999999993,2.2516626,2,2
0.31,Premium,H,SI1,62.4,60.0,573,4.34,2.7019199999999994,2.1970790399999998,2,2
0.31,Premium,H,SI1,61.1,57.0,573,4.35,2.6486849999999995,2.1380982674999998,2,2
0.31,Ideal,H,SI1,62.7,56.0,573,4.38,2.7305850000000005,2.2291683975,2,2
0.31,Premium,H,SI1,60.5,60.0,573,4.4,2.6408249999999995,2.1298495625,2,2
0.31,Very Good,H,SI1,63.1,57.0,573,4.34,2.729074999999999,2.2302931624999998,2,2
0.3,Ideal,D,SI2,60.2,56.0,574,4.4,2.6397700000000004,2.1189707700000002,1,6
0.31,Ideal,G,VS2,61.4,57.0,574,4.35,2.68011,2.15824377,3,3
0.31,Ideal,G,VS2,61.4,56.0,574,4.34,2.6739699999999997,2.15328879,3,3
0.34,Premium,G,SI2,62.8,58.0,574,4.46,2.79146,2.27695844,1,3
0.34,Very Good,F,SI2,63.3,54.0,574,4.48,2.8295100000000017,2.3134599150000006,1,4
0.34,Premium,F,SI2,60.0,58.0,574,4.58,2.738999999999999,2.1956999999999995,1,4
0.34,Premium,F,SI2,61.7,61.0,574,4.48,2.7518200000000004,2.23101647,1,4
0.34,Premium,F,SI2,63.0,58.0,574,4.47,2.809799999999999,2.2931369999999998,1,4
0.3,Premium,G,SI1,62.6,57.0,574,4.34,2.68867,2.19997371,2,3
0.3,Premium,G,SI1,61.6,59.0,574,4.28,2.630320000000001,2.1283785600000003,2,3
0.3,Good,G,SI1,63.8,56.0,574,4.3,2.730640000000001,2.24277416,2,3
0.3,Premium,G,SI1,61.4,57.0,574,4.35,2.658619999999999,2.1516463399999997,2,3
0.3,Premium,G,SI1,59.8,57.0,574,4.37,2.5983099999999997,2.08352469,2,3
0.3,Premium,G,SI1,59.7,60.0,574,4.39,2.6088900000000006,2.089168665,2,3
0.77,Ideal,F,VS1,61.9,54.0,3750,5.91,3.6675749999999994,2.9642594625,4,4
0.95,Good,F,SI2,59.7,57.0,3750,6.41,3.838709999999999,3.0592399349999995,1,4
0.9,Fair,F,VS1,65.7,59.0,3750,5.96,3.9025799999999995,3.23985753,4,4
0.93,Premium,H,SI1,61.8,59.0,3750,6.27,3.8625000000000007,3.1309425,2,2
0.9,Fair,F,VS2,65.7,57.0,3750,6.03,3.948570000000001,3.2779602450000005,3,4
1.01,Premium,G,SI2,62.9,57.0,3750,6.39,4.000439999999998,3.2677933799999996,1,3
0.93,Fair,H,SI1,64.6,58.0,3750,6.13,3.940599999999999,3.2528037999999992,2,2
0.91,Very Good,E,SI2,63.8,60.0,3751,6.05,3.8726600000000007,3.1653285400000004,1,5
1.25,Premium,J,VS2,59.8,58.0,3751,7.02,4.180019999999999,3.3488059799999994,3,0
0.92,Premium,G,SI1,61.5,60.0,3751,6.26,3.8283749999999994,3.1021753124999996,2,3
0.91,Ideal,I,VS2,62.2,56.0,3751,6.22,3.8564,3.1337604,3,1
0.9,Fair,D,SI1,65.7,65.0,3751,6.06,3.9419999999999993,3.2856569999999996,2,6
0.9,Very Good,G,SI1,63.3,56.0,3752,6.08,3.8581350000000008,3.1454197275,2,3
0.9,Very Good,G,SI1,63.8,57.0,3752,6.04,3.882229999999999,3.1651913699999996,2,3
0.7,Ideal,D,VS1,61.4,54.2,3752,5.72,3.5243600000000006,2.83801852,4,6
0.9,Good,G,SI1,60.0,61.0,3752,6.19,3.723,2.9739,2,3
1.0,Good,E,SI2,57.9,59.0,3752,6.65,3.80982,3.02811789,1,5
1.0,Premium,E,SI2,61.0,59.0,3752,6.4,3.88265,3.13620825,1,5
1.06,Very Good,J,SI2,62.0,58.0,3754,6.45,4.0238000000000005,3.246878,1,0
1.02,Fair,F,SI2,65.5,59.0,3754,6.27,4.097025,3.3952006875,1,4
1.02,Premium,F,SI2,62.5,58.0,3754,6.47,4.0218750000000005,3.2787109375,1,4
0.9,Good,D,SI1,64.1,56.0,3755,6.04,3.8812549999999986,3.179762227499999,2,6
0.9,Good,D,SI1,63.6,63.0,3755,6.03,3.8478000000000003,3.1411404000000003,2,6
1.14,Ideal,F,I1,61.7,57.0,3755,6.67,4.124644999999999,3.3301479824999998,0,4
1.03,Very Good,G,SI2,63.0,60.0,3755,6.35,4.0131,3.2643765,1,3
